CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster,PreferredChannels,ContentType
5840,34,Female,24803,Unemployed,West,Savings,2,17721,137,4746,3368,Mobile,16,Yes,6869,4743,75417,0.5467318273495556,791,Good,0.8093496985781957,31-40,20K-40K,True,0.0077309406918345,81-100%,Medium,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5841,53,Male,102897,Self-Employed,West,Checking,1,5341,222,854,2831,Online,28,Yes,6287,2481,12057,0.3949902147400805,682,Average,0.2733955031096288,51-60,100K-150K,False,0.0415652499531922,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5842,50,Male,80805,Retired,South,Savings,1,5299,207,3255,4813,Online,3,No,14665,3137,52154,0.9589011060739536,832,Poor,0.6724398880218626,41-50,80K-100K,True,0.0390639743347801,61-80%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5843,18,Female,38201,Self-Employed,East,Savings,2,24432,182,8628,8774,Mobile,9,No,18282,3522,10564,0.6244618602818888,584,Average,0.6514033090458007,Unknown,20K-40K,False,0.0074492468893254,61-80%,High,0,['Unknown'],General content.
5844,32,Female,146564,Student,East,Checking,3,2216,276,8346,2355,Mobile,26,Yes,2982,951,83343,0.0781883167623143,645,Poor,0.3161352378762114,31-40,100K-150K,True,0.1245487364620938,21-40%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5845,30,Female,48634,Self-Employed,East,Checking,1,45870,471,1216,8169,Branch,4,Yes,6379,598,82707,0.4082868645642836,619,Poor,0.4914558854406378,18-30,40K-60K,True,0.0102681491170699,41-60%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5846,34,Female,34760,Professional,Central,Checking,3,20814,56,4303,7219,Online,1,No,11948,3337,40435,0.1228110087300794,836,Good,0.8594820983105781,31-40,20K-40K,False,0.0026904967810127,81-100%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5847,41,Male,30826,Self-Employed,North,Checking,2,23057,457,7094,7835,Mobile,6,Yes,11160,4809,99883,0.7346236925124272,397,Poor,0.8891298928541448,41-50,20K-40K,True,0.0198204449841696,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5848,25,Male,106821,Unemployed,Central,Checking,3,46729,75,3521,4331,Branch,18,Yes,3954,2961,81917,0.2499961448772226,692,Good,0.2436918885527565,18-30,100K-150K,True,0.0016049990370005,21-40%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5849,67,Female,132125,Professional,East,Savings,3,9927,7,6652,4418,Online,4,No,17755,3633,60050,0.0163537983135934,435,Average,0.5157982531054314,61-70,100K-150K,True,0.0007051475773143,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5850,44,Male,65775,Unemployed,South,Savings,3,45285,93,2893,9772,Online,12,Yes,18228,116,63670,0.9943080588228688,543,Good,0.5819140929967728,41-50,60K-80K,True,0.0020536601523683,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5851,62,Female,146546,Student,West,Savings,1,11523,398,5427,4481,Mobile,14,No,853,2135,59964,0.4720769307393577,363,Average,0.8627790815998156,61-70,100K-150K,True,0.0345396164193352,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5852,40,Male,134090,Retired,West,Checking,3,31307,55,5045,3504,Mobile,28,No,15396,4971,84324,0.034893634179143,762,Good,0.114969281562406,31-40,100K-150K,True,0.0017567956048168,0-20%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5853,63,Female,94676,Student,Central,Savings,4,5668,457,4684,7293,Mobile,3,Yes,8801,3337,55370,0.4548822263283759,657,Average,0.2243057484039633,61-70,80K-100K,True,0.0806280875088214,21-40%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5854,25,Male,26798,Professional,Central,Checking,3,29199,164,9113,7845,Online,19,No,12945,4933,94417,0.2730523291004398,441,Poor,0.1989516791130504,18-30,20K-40K,True,0.005616630706531,0-20%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5855,25,Female,135161,Retired,South,Savings,3,42141,484,4268,5664,Mobile,2,Yes,11463,3460,69935,0.7262109250822066,540,Average,0.7142509835699932,18-30,100K-150K,True,0.0114852518924562,61-80%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5856,43,Female,86103,Self-Employed,West,Checking,2,23074,137,2967,5009,Mobile,24,No,18029,2069,58315,0.0076492174111691,671,Average,0.1448631581193208,41-50,80K-100K,True,0.005937418739707,0-20%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5857,64,Male,97160,Professional,Central,Checking,3,30612,251,547,4528,Branch,2,No,19603,4271,93110,0.1369583141375959,333,Good,0.4290735731937571,61-70,80K-100K,True,0.0081993989285247,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5858,30,Male,97751,Retired,North,Savings,3,30918,378,7049,2262,Mobile,17,No,13088,50,73856,0.3538578716294794,502,Good,0.9264242908322552,18-30,80K-100K,True,0.0122258878323306,81-100%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5859,56,Male,93502,Unemployed,Central,Checking,1,17591,175,8079,3187,Branch,5,No,2756,2502,7834,0.3967256951648479,507,Poor,0.985251007184953,51-60,80K-100K,False,0.0099482690011937,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5860,54,Female,71410,Retired,Central,Savings,4,28046,215,8122,4339,Mobile,1,No,3568,1635,44323,0.4878009162755283,467,Poor,0.5345166105296002,51-60,60K-80K,False,0.0076659773229694,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5861,66,Male,60888,Unemployed,East,Savings,2,34961,400,7502,6884,Mobile,16,No,5826,571,48268,0.3532228142775813,451,Good,0.9868185655039384,61-70,60K-80K,False,0.0114413203283658,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5862,45,Female,69047,Unemployed,North,Checking,4,38002,163,7993,2733,Branch,6,Yes,4402,3407,94209,0.3986898624095254,829,Poor,0.1974008878301906,41-50,60K-80K,True,0.0042892479343192,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5863,42,Male,115289,Retired,North,Savings,3,35426,469,3387,5233,Online,5,No,11718,4430,59411,0.4847781404050562,666,Average,0.3720977585507293,41-50,100K-150K,True,0.0132388641111048,21-40%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5864,33,Male,129640,Student,South,Checking,1,24947,154,265,6452,Online,28,No,2412,3124,91422,0.932342271557399,493,Good,0.7649299368991432,31-40,100K-150K,True,0.0061730869443219,61-80%,Very High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5865,19,Female,122614,Student,East,Checking,4,17809,63,533,7221,Online,12,No,169,1309,14489,0.5268731602462989,812,Poor,0.5561820512243515,18-30,100K-150K,False,0.0035375372002919,41-60%,Medium,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5866,35,Female,65955,Unemployed,North,Savings,4,16806,312,1919,5310,Branch,17,No,12623,189,12550,0.4303008947441761,545,Average,0.4467979669216568,31-40,60K-80K,False,0.0185647982863263,41-60%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5867,34,Male,132393,Professional,East,Checking,4,30832,51,4265,3732,Mobile,23,Yes,5579,3726,31405,0.047845192238954,787,Poor,0.9581201699341236,31-40,100K-150K,False,0.001654125583809,81-100%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5868,47,Female,21982,Retired,East,Checking,4,6029,365,8834,9337,Branch,11,No,17393,1014,22373,0.1497333426452006,557,Poor,0.2891300173432282,41-50,20K-40K,False,0.0605407198540388,21-40%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5869,56,Female,53864,Professional,West,Savings,4,6064,474,2332,8139,Online,19,No,19284,261,74112,0.7571375568097564,560,Good,0.79658681418195,51-60,40K-60K,True,0.0781662269129287,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5870,30,Male,141298,Student,North,Checking,1,22241,309,9965,1797,Branch,2,No,9159,2141,44067,0.958536276536574,593,Poor,0.1232028035876717,18-30,100K-150K,False,0.0138932601951351,0-20%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5871,49,Female,99118,Professional,West,Checking,3,34336,316,239,509,Branch,26,No,19285,1588,73837,0.383536483144861,562,Average,0.8700394696311259,41-50,80K-100K,True,0.0092031686859273,81-100%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5872,67,Male,105490,Self-Employed,Central,Checking,1,34762,478,3434,3327,Online,25,Yes,3908,4547,39290,0.9619884803121316,391,Poor,0.2653378119917353,61-70,100K-150K,False,0.0137506472585006,21-40%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5873,46,Male,59265,Self-Employed,Central,Checking,1,32005,35,4351,1014,Mobile,16,No,7995,3947,53420,0.3282115962509653,759,Good,0.2901787816992663,41-50,40K-60K,True,0.0010935791282612,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5874,63,Female,66313,Student,West,Savings,1,43616,251,9795,9474,Mobile,19,Yes,18621,1657,65442,0.9521157315913727,807,Good,0.4911141031198111,61-70,60K-80K,True,0.0057547688921496,41-60%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5875,47,Male,64350,Professional,Central,Savings,1,5039,191,8055,8378,Online,8,No,12525,3032,64413,0.60934903215017,778,Good,0.0615184196142222,41-50,60K-80K,True,0.0379043461004167,0-20%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5876,35,Female,35378,Retired,West,Savings,3,48157,239,4516,8698,Mobile,4,No,12938,3690,14828,0.0287610856330071,441,Average,0.0625609040780063,31-40,20K-40K,False,0.0049629337375667,0-20%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5877,30,Male,129168,Student,South,Savings,3,39687,330,6381,4715,Online,6,Yes,14965,4910,49048,0.0781612055642143,356,Average,0.8914327198768432,18-30,100K-150K,False,0.0083150653866505,81-100%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5878,60,Female,138334,Self-Employed,East,Savings,1,47349,336,8182,2157,Mobile,24,Yes,17577,3906,27899,0.979764523661842,457,Poor,0.4444389252078531,51-60,100K-150K,False,0.0070962427928784,41-60%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5879,38,Female,137107,Student,South,Savings,4,48492,175,8493,7525,Online,20,No,16808,3393,69205,0.3052440039777223,466,Good,0.0028702065501737,31-40,100K-150K,True,0.0036088426957023,0-20%,Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5880,47,Female,89815,Professional,North,Checking,3,33379,479,4285,2425,Branch,3,No,11539,4127,84916,0.0139975215302121,833,Good,0.5511443909318413,41-50,80K-100K,True,0.0143503400341532,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5881,38,Female,47924,Professional,South,Checking,3,18996,85,5668,3304,Branch,9,No,1056,293,52144,0.0781711641481892,616,Good,0.5568098899778251,31-40,40K-60K,True,0.0044746262371025,41-60%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5882,65,Female,102593,Professional,South,Checking,1,42298,334,1569,9772,Branch,26,No,6701,4757,61795,0.5298353712195817,457,Poor,0.720247336642078,61-70,100K-150K,True,0.007896354437562,61-80%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5883,34,Male,137490,Unemployed,Central,Checking,4,8202,369,4996,4763,Online,23,No,6012,1137,5429,0.2285298463459164,387,Poor,0.9093424919011828,31-40,100K-150K,False,0.0449890270665691,81-100%,Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5884,57,Male,27312,Professional,West,Checking,4,15285,9,1085,8567,Branch,25,No,17863,3241,60788,0.7541164787006387,615,Good,0.7981238788601698,51-60,20K-40K,True,0.0005888125613346,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5885,36,Female,50353,Self-Employed,North,Savings,1,49963,8,3653,8768,Branch,19,Yes,4683,1399,46166,0.8843749688534603,514,Poor,0.7618656505378163,31-40,40K-60K,False,0.0001601184876808,61-80%,Very High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5886,69,Male,133744,Self-Employed,Central,Savings,1,7041,491,8968,2345,Mobile,1,Yes,3134,502,60183,0.3626326113261476,350,Poor,0.2416975545150536,61-70,100K-150K,True,0.0697344127254651,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5887,32,Female,120673,Unemployed,North,Checking,3,34353,147,4848,7591,Branch,3,No,4538,2752,68262,0.6957176072455498,731,Good,0.3365216755779837,31-40,100K-150K,True,0.0042791022618111,21-40%,High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5888,26,Female,106450,Self-Employed,East,Savings,3,1421,390,8129,2631,Online,23,Yes,5839,3956,32825,0.7249662559947103,618,Average,0.8326170005357085,18-30,100K-150K,False,0.2744546094299789,81-100%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5889,69,Male,36192,Self-Employed,West,Savings,2,43273,437,3149,5404,Online,1,No,18117,3091,73785,0.4733752987169951,496,Poor,0.0631905443101931,61-70,20K-40K,True,0.0100986758486816,0-20%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5890,27,Male,37450,Student,Central,Savings,2,18697,316,1989,5752,Branch,15,No,18479,4845,53906,0.2596026932663069,388,Poor,0.1125859288470094,18-30,20K-40K,True,0.016901107129486,0-20%,Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5891,61,Female,25432,Professional,South,Savings,1,21226,140,1928,126,Mobile,5,Yes,6740,2641,80587,0.7578292600906431,537,Poor,0.3964152368595969,61-70,20K-40K,True,0.0065956845378309,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5892,48,Female,77225,Student,East,Savings,2,14939,276,7297,7606,Branch,28,No,10206,305,79541,0.0508382263373708,543,Poor,0.4478347711817501,41-50,60K-80K,True,0.0184751322042974,41-60%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5893,40,Female,116548,Student,South,Checking,4,41227,452,7481,6354,Online,16,No,2450,3220,37747,0.0825969687554412,699,Poor,0.5075496823553272,31-40,100K-150K,False,0.0109636888446891,41-60%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5894,69,Female,118991,Self-Employed,North,Checking,4,41707,259,9055,470,Branch,5,Yes,728,4737,48910,0.1170431380242098,725,Poor,0.867065031900701,61-70,100K-150K,False,0.0062099887309084,81-100%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5895,47,Female,98711,Retired,East,Savings,4,23905,216,6411,5929,Mobile,19,No,152,2674,44320,0.3180387665269364,726,Average,0.5365570287080444,41-50,80K-100K,False,0.0090357665760301,41-60%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5896,50,Female,85604,Professional,Central,Savings,3,2177,284,4850,6868,Branch,12,Yes,18294,2251,12740,0.2982478076647644,736,Poor,0.0793910011617922,41-50,80K-100K,False,0.1304547542489664,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5897,69,Male,30295,Retired,South,Savings,2,10930,255,1459,9965,Online,13,No,6452,3036,50350,0.317773781888498,670,Average,0.2261963604923604,61-70,20K-40K,False,0.0233302836230558,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5898,26,Female,26774,Self-Employed,South,Checking,2,35434,487,184,8277,Online,8,No,1661,2027,49590,0.0973798783616834,385,Poor,0.8001282736468713,18-30,20K-40K,False,0.0137438618276231,81-100%,Very Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5899,64,Female,135107,Unemployed,North,Savings,1,38296,315,9157,6712,Mobile,17,Yes,1338,2919,64442,0.4208523162536397,628,Average,0.9421292960024508,61-70,100K-150K,True,0.0082254021307708,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5900,18,Male,32190,Student,North,Savings,3,32496,186,3275,5511,Mobile,25,No,19388,3770,13040,0.4833375159198245,631,Average,0.4010570723804096,Unknown,20K-40K,False,0.0057237813884785,41-60%,Medium,1,['Unknown'],General content.
5901,61,Female,51286,Self-Employed,West,Savings,3,7957,213,1241,4123,Mobile,12,Yes,13662,975,44731,0.8820851335695759,750,Good,0.4105875210307974,61-70,40K-60K,False,0.026768882744753,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5902,52,Female,96325,Self-Employed,West,Savings,3,49397,329,1161,1727,Online,27,Yes,1847,4574,27991,0.929169662638615,505,Average,0.9560645092424566,51-60,80K-100K,False,0.0066603235014272,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5903,28,Male,114450,Retired,North,Checking,4,9706,466,6724,8420,Branch,14,No,3846,4034,21715,0.3329323235495546,446,Poor,0.7049137132268916,18-30,100K-150K,False,0.0480115392540696,61-80%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5904,51,Female,117480,Unemployed,West,Checking,3,37097,210,4331,7438,Mobile,29,Yes,4807,3871,65508,0.9615003902334148,580,Average,0.0563339584969225,51-60,100K-150K,True,0.0056608351079602,0-20%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5905,33,Male,92427,Student,South,Savings,2,6461,242,8367,7117,Mobile,11,No,7046,147,38667,0.4755134188195561,735,Average,0.6587404059387814,31-40,80K-100K,False,0.0374555022442346,61-80%,Medium,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5906,26,Female,107513,Unemployed,North,Checking,1,5597,495,6538,8486,Branch,23,Yes,14831,1406,30919,0.840528511333915,821,Poor,0.5993949235386872,18-30,100K-150K,False,0.0884402358406289,41-60%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5907,49,Male,84014,Unemployed,East,Savings,2,42948,320,415,9946,Branch,1,No,14048,4166,90937,0.0063882585459176,434,Good,0.088555899162669,41-50,80K-100K,True,0.0074508708205271,0-20%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5908,32,Male,115887,Unemployed,North,Checking,3,26993,163,8788,1094,Mobile,2,No,13906,1755,19191,0.0825068664020035,488,Poor,0.3647202019192583,31-40,100K-150K,False,0.0060386026006742,21-40%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5909,29,Male,95852,Professional,Central,Savings,1,23955,24,9247,1705,Branch,16,Yes,11578,2982,62826,0.4246915189850114,372,Poor,0.1776743577951268,18-30,80K-100K,True,0.0010018785222291,0-20%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5910,50,Female,75256,Unemployed,Central,Checking,4,44156,465,8912,1437,Mobile,2,No,7184,3755,74675,0.3955495630822427,844,Poor,0.3037332153492904,41-50,60K-80K,True,0.0105308451852522,21-40%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5911,62,Female,148477,Self-Employed,North,Savings,1,40586,58,3739,5655,Mobile,27,Yes,2397,904,90303,0.4626145284352605,812,Average,0.2556466164389227,61-70,100K-150K,True,0.0014290642093332,21-40%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5912,31,Male,138580,Professional,East,Savings,3,42410,397,8309,8489,Mobile,1,Yes,4441,4452,52641,0.2645450499983782,737,Good,0.5174039188270165,31-40,100K-150K,True,0.0093609997642065,41-60%,Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5913,25,Male,118743,Professional,North,Savings,3,14906,248,4627,1468,Branch,1,Yes,14827,3932,32434,0.5753216325668877,527,Poor,0.3446006301235649,18-30,100K-150K,False,0.0166375955990876,21-40%,Medium,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5914,25,Female,78630,Unemployed,East,Savings,1,26109,166,8907,2431,Mobile,10,Yes,5502,2386,2174,0.7391443378903186,678,Good,0.6161229375518956,18-30,60K-80K,False,0.0063579608564096,61-80%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5915,44,Female,135896,Self-Employed,South,Checking,3,40443,208,248,8971,Branch,18,No,1407,1037,90376,0.1348196461388446,752,Poor,0.6096581063806378,41-50,100K-150K,True,0.0051430408228865,61-80%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5916,29,Female,111190,Student,South,Checking,3,28491,236,4635,9207,Online,22,Yes,10731,3142,88619,0.5467243970125844,453,Average,0.1153182448510042,18-30,100K-150K,True,0.0082833175388719,0-20%,Medium,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5917,18,Female,82771,Unemployed,East,Checking,3,14677,340,4414,7218,Branch,21,Yes,8217,964,82212,0.2367013128102586,827,Average,0.8877547391203464,Unknown,80K-100K,True,0.023165497036179,81-100%,Low,1,['Unknown'],General content.
5918,60,Female,71715,Professional,West,Checking,3,30535,197,6249,6358,Branch,21,No,4601,3231,36493,0.8864311065500263,597,Average,0.4598383736285808,51-60,60K-80K,False,0.0064516129032258,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5919,57,Male,27466,Student,South,Savings,1,35457,148,8962,3821,Online,2,No,6140,4384,10160,0.9085281452338873,625,Average,0.0339591752692424,51-60,20K-40K,False,0.004174070000282,0-20%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5920,59,Female,146503,Student,Central,Checking,1,39450,330,3781,1569,Online,23,Yes,1963,3339,39125,0.7113328066053428,684,Good,0.1684769679413266,51-60,100K-150K,False,0.0083650190114068,0-20%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5921,68,Male,37637,Professional,North,Checking,2,19677,216,7082,6536,Mobile,3,Yes,10570,2672,50767,0.1668331114397369,573,Average,0.797221018562434,61-70,20K-40K,False,0.0109772831224272,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
5922,28,Female,146237,Student,West,Checking,4,10664,394,9310,9665,Online,14,Yes,8523,2364,90012,0.9520367246548592,546,Good,0.9707351300920763,18-30,100K-150K,True,0.036946736684171,81-100%,Very High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
5923,56,Male,88745,Self-Employed,Central,Checking,4,44161,295,3042,422,Branch,12,No,12098,1482,15140,0.739566210513372,526,Average,0.8416654088764092,51-60,80K-100K,False,0.0066801023527546,81-100%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5924,60,Male,56317,Self-Employed,North,Savings,2,42205,109,9566,3351,Mobile,25,Yes,3303,4848,96392,0.1025847977982145,446,Poor,0.7707555483439442,51-60,40K-60K,True,0.0025826323895273,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5925,48,Female,69766,Unemployed,Central,Savings,1,42774,135,9794,9734,Mobile,24,Yes,10714,3928,62010,0.5807859976864199,754,Average,0.9392456951848094,41-50,60K-80K,True,0.003156122878384,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5926,34,Male,23078,Unemployed,West,Checking,2,25968,281,6105,4563,Online,25,No,12853,3835,18764,0.6182821217936464,572,Average,0.5550576422589207,31-40,20K-40K,False,0.01082101047443,41-60%,High,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5927,50,Male,47299,Student,East,Checking,3,5258,395,5660,9045,Online,9,No,17223,1389,34986,0.5921200376966756,687,Poor,0.1913646175812873,41-50,40K-60K,False,0.0751236211487257,0-20%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5928,49,Male,121794,Professional,North,Savings,3,21991,338,983,8832,Online,13,No,7386,2610,60959,0.5351628174076069,481,Average,0.7106465828570426,41-50,100K-150K,True,0.0153699240598426,61-80%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5929,46,Male,23543,Self-Employed,Central,Savings,4,10362,418,2771,6529,Mobile,10,No,1757,940,45732,0.0695831299453458,722,Good,0.1129718041376879,41-50,20K-40K,False,0.0403397027600849,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
5930,38,Female,142790,Retired,Central,Checking,1,15255,282,9844,5881,Mobile,6,No,6597,99,98636,0.196191393246515,696,Poor,0.1449640368345548,31-40,100K-150K,True,0.0184857423795476,0-20%,Very Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5931,38,Male,114627,Unemployed,West,Checking,4,30519,146,5286,4504,Online,5,Yes,8779,4216,61954,0.9323384207205176,350,Average,0.6420123613656821,31-40,100K-150K,True,0.0047839051082931,61-80%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
5932,57,Female,71052,Self-Employed,West,Checking,2,45187,443,6046,2937,Mobile,18,Yes,15379,3778,21208,0.7715190270318746,787,Good,0.2099065255530231,51-60,60K-80K,False,0.0098037046053068,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
5933,40,Male,114483,Student,West,Checking,4,28138,349,2662,7199,Mobile,7,No,9688,3346,91663,0.565987193102972,721,Poor,0.6741049646587933,31-40,100K-150K,True,0.0124031558746179,61-80%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
