CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster
5749,59,Male,138251,Self-Employed,Central,Checking,3,49558,23,1190,3051,Branch,11,No,18484,758,30820,0.5931213306217651,790,Average,0.0612043631040352,51-60,100K-150K,False,0.0004641026675814,0-20%,Medium,1
5751,32,Male,128210,Professional,North,Savings,4,48003,202,2299,2211,Branch,29,No,6100,4513,57461,0.0073829154381132,401,Poor,0.8807812440992194,31-40,100K-150K,True,0.0042080703289377,81-100%,Very Low,1
5753,30,Female,101163,Professional,Central,Checking,4,21131,83,9032,5638,Online,9,No,10905,2243,53062,0.2240822215491101,318,Poor,0.3307153619267118,18-30,100K-150K,True,0.0039278784723865,21-40%,Low,1
5757,57,Male,58664,Self-Employed,South,Savings,3,30324,248,827,6696,Branch,17,Yes,339,2220,71672,0.6099246414699913,829,Average,0.6679429620189944,51-60,40K-60K,True,0.0081783405883128,61-80%,High,1
5759,43,Female,141729,Unemployed,Central,Checking,4,24171,450,7163,1123,Online,23,No,18143,4938,51785,0.5675883203570913,375,Good,0.6892601595222174,41-50,100K-150K,True,0.0186173513714782,61-80%,Medium,1
5760,44,Male,52333,Student,West,Checking,3,21321,31,7599,5205,Mobile,6,No,4491,811,19108,0.6047451186052437,444,Average,0.8350337447415949,41-50,40K-60K,False,0.0014539655738473,81-100%,High,1
5761,38,Female,133548,Unemployed,West,Savings,4,3810,282,4143,497,Online,24,Yes,6318,2058,11117,0.3893406656267708,657,Average,0.1277522583416532,31-40,100K-150K,False,0.074015748031496,0-20%,Low,1
5762,35,Female,56079,Student,West,Savings,3,36705,7,7860,6417,Mobile,28,No,16965,2463,51159,0.0375568426650942,826,Average,0.1668355104739023,31-40,40K-60K,True,0.0001907097125732,0-20%,Very Low,1
5763,30,Male,104225,Self-Employed,East,Savings,4,37964,263,9383,4113,Online,7,Yes,7068,4818,15684,0.7317592315498106,572,Poor,0.356301991187939,18-30,100K-150K,False,0.0069276156358655,21-40%,High,1
5764,33,Female,44259,Professional,South,Checking,4,40231,247,6477,3428,Online,2,Yes,16468,4055,69616,0.0782696760813926,505,Poor,0.0733140516637299,31-40,40K-60K,True,0.006139544132634,0-20%,Very Low,1
5766,29,Female,71119,Self-Employed,North,Savings,4,14135,47,9314,4733,Mobile,12,No,13355,4496,47138,0.8343781115916759,491,Good,0.7264581568867241,18-30,60K-80K,False,0.003325079589671,61-80%,Very High,1
5767,61,Male,28009,Student,Central,Savings,4,16033,202,3866,5849,Branch,2,No,12427,3723,34608,0.2236820233602248,334,Poor,0.2834452537596933,61-70,20K-40K,False,0.0125990145325266,21-40%,Low,1
5769,36,Male,130531,Student,Central,Checking,3,20800,237,4377,4496,Branch,26,No,3106,203,94577,0.9120953515457808,688,Average,0.3697207764878071,31-40,100K-150K,True,0.0113942307692307,21-40%,Very High,1
5770,24,Male,81829,Self-Employed,West,Savings,3,15691,297,1307,8919,Mobile,24,Yes,3451,611,14669,0.557533241882953,378,Average,0.5033430005676118,18-30,80K-100K,False,0.0189280479255624,41-60%,Medium,1
5775,56,Female,143273,Self-Employed,East,Checking,4,41238,325,7313,722,Online,11,No,12529,3862,5987,0.5642042984201514,333,Poor,0.2005427444173311,51-60,100K-150K,False,0.007881080556768,21-40%,Medium,1
5776,21,Male,139466,Unemployed,East,Savings,4,33292,167,2989,2261,Branch,29,Yes,15048,313,27317,0.4055451775712818,493,Poor,0.5015924490569857,18-30,100K-150K,False,0.00501622011294,41-60%,Medium,1
5780,30,Male,60315,Professional,North,Checking,3,42478,14,3257,1314,Online,17,Yes,3800,2205,66161,0.6458442422969424,565,Average,0.5098657060909346,18-30,60K-80K,True,0.0003295823720514,41-60%,High,1
5781,62,Female,115018,Retired,South,Savings,4,6934,49,8247,719,Online,13,No,4994,1663,13239,0.1792522420207898,379,Poor,0.7678414230556263,61-70,100K-150K,False,0.007066628208826,61-80%,Very Low,1
5783,66,Male,133812,Unemployed,Central,Savings,3,1209,7,7448,7418,Branch,15,No,19483,4023,53315,0.523549316682175,643,Average,0.4747268306600581,61-70,100K-150K,True,0.0057899090157154,41-60%,Medium,1
5787,30,Male,32453,Unemployed,West,Savings,3,33943,381,3980,6211,Online,14,Yes,211,4124,63926,0.3143669777989579,734,Good,0.2311309115812541,18-30,20K-40K,True,0.0112247002327431,21-40%,Low,1
5789,31,Female,70325,Retired,East,Savings,3,5856,429,6099,9926,Online,11,Yes,17501,2325,29938,0.0861728076940951,724,Poor,0.6851404706039833,31-40,60K-80K,False,0.0732581967213114,61-80%,Very Low,1
5790,48,Male,69490,Retired,Central,Checking,4,20913,209,284,7868,Branch,4,Yes,9708,2329,97396,0.8564795440859297,765,Average,0.3266566229727594,41-50,60K-80K,True,0.0099937837708602,21-40%,Very High,1
5791,21,Male,94796,Unemployed,Central,Checking,3,9408,269,4888,4868,Branch,14,Yes,17056,2709,76175,0.5434022542161553,747,Good,0.3653232907764828,18-30,80K-100K,True,0.0285926870748299,21-40%,Medium,1
5792,56,Female,134165,Student,South,Savings,4,47486,434,3105,4155,Branch,26,Yes,15401,4109,16034,0.987635342334864,748,Poor,0.9465504482114128,51-60,100K-150K,False,0.0091395358632017,81-100%,Very High,1
5793,25,Female,69993,Self-Employed,Central,Checking,4,47508,404,7755,8148,Online,22,No,11183,2731,70855,0.8438686189287491,570,Poor,0.9793938231362368,18-30,60K-80K,True,0.0085038309337374,81-100%,Very High,1
5795,30,Female,65706,Retired,West,Savings,4,34587,117,5325,5960,Mobile,4,Yes,19117,3864,91172,0.8712071031980742,335,Poor,0.0404884723978735,18-30,60K-80K,True,0.0033827738745771,0-20%,Very High,1
5800,47,Female,75710,Self-Employed,North,Checking,3,4012,335,7836,3504,Mobile,26,No,18992,2214,3544,0.6419000256882202,781,Average,0.2049785188356304,41-50,60K-80K,False,0.0834995014955134,21-40%,High,1
5801,20,Male,70799,Student,South,Savings,4,33332,240,8903,3666,Mobile,23,Yes,4611,4806,36980,0.6373254952478244,827,Good,0.7092025795838867,18-30,60K-80K,False,0.0072002880115204,61-80%,High,1
5806,33,Male,117379,Self-Employed,East,Checking,4,35139,444,8514,9024,Online,29,No,688,4561,42728,0.0060216107996271,348,Average,0.9069878725860798,31-40,100K-150K,False,0.0126355331682745,81-100%,Very Low,1
5814,49,Female,114478,Retired,North,Savings,4,15834,63,8994,9288,Branch,24,Yes,15470,3125,41129,0.2884759828060946,774,Poor,0.9517540254463134,41-50,100K-150K,False,0.0039787798408488,81-100%,Low,1
5816,27,Male,132364,Unemployed,South,Checking,3,18751,440,7045,5961,Online,1,Yes,11537,3387,73372,0.7625389387251182,328,Average,0.1675786494059774,18-30,100K-150K,True,0.0234654151778571,0-20%,High,1
5819,66,Female,120048,Professional,Central,Checking,3,10447,62,6049,2241,Branch,9,No,7325,2246,90727,0.5159208328529701,832,Average,0.4481572086173746,61-70,100K-150K,True,0.0059347181008902,41-60%,Medium,1
5823,69,Female,64621,Retired,Central,Checking,4,37714,288,2969,684,Online,2,No,13739,4427,98346,0.8863001681445135,318,Average,0.9407326224960276,61-70,60K-80K,True,0.0076364214880415,81-100%,Very High,1
5826,48,Male,119937,Retired,West,Checking,3,25674,330,1875,561,Online,22,No,7225,2888,22463,0.4024338022766131,807,Average,0.1653858144552529,41-50,100K-150K,False,0.0128534704370179,0-20%,Medium,1
5828,37,Female,76172,Unemployed,West,Savings,3,11651,184,4820,8902,Branch,28,No,12696,4612,45029,0.6097981841634652,547,Good,0.6569290474842211,31-40,60K-80K,False,0.015792635825251,61-80%,High,1
5832,30,Female,123005,Professional,North,Savings,4,2432,168,1503,1060,Branch,10,Yes,19164,454,52214,0.440080114065203,534,Average,0.4216952773239507,18-30,100K-150K,True,0.069078947368421,41-60%,Medium,1
5834,59,Female,66117,Retired,South,Savings,4,46285,214,2097,7072,Branch,2,No,447,2178,75726,0.1348045567427669,397,Good,0.3747613499180016,51-60,60K-80K,True,0.0046235281408663,21-40%,Very Low,1
5836,66,Female,36279,Student,Central,Savings,3,45543,494,7882,6488,Online,22,Yes,7692,4140,33866,0.7622891940580275,659,Average,0.5281345100958594,61-70,20K-40K,False,0.0108468919482686,41-60%,High,1
5837,37,Male,88835,Unemployed,North,Checking,4,46771,376,7862,2395,Branch,6,Yes,17772,63,14078,0.272189734254679,522,Average,0.0519012241832494,31-40,80K-100K,False,0.0080391695708879,0-20%,Low,1
5838,69,Male,119810,Self-Employed,West,Savings,4,48004,47,654,7430,Mobile,5,Yes,9413,2836,60254,0.8542454009204843,352,Good,0.4964435902568063,61-70,100K-150K,True,0.0009790850762436,41-60%,Very High,1
5839,30,Male,146085,Self-Employed,East,Checking,3,15945,427,9055,7900,Online,8,Yes,12534,4309,56711,0.6142607317287846,629,Average,0.0832476534125847,18-30,100K-150K,True,0.0267795547193477,0-20%,High,1
5844,32,Female,146564,Student,East,Checking,3,2216,276,8346,2355,Mobile,26,Yes,2982,951,83343,0.0781883167623143,645,Poor,0.3161352378762114,31-40,100K-150K,True,0.1245487364620938,21-40%,Very Low,1
5846,34,Female,34760,Professional,Central,Checking,3,20814,56,4303,7219,Online,1,No,11948,3337,40435,0.1228110087300794,836,Good,0.8594820983105781,31-40,20K-40K,False,0.0026904967810127,81-100%,Very Low,1
5848,25,Male,106821,Unemployed,Central,Checking,3,46729,75,3521,4331,Branch,18,Yes,3954,2961,81917,0.2499961448772226,692,Good,0.2436918885527565,18-30,100K-150K,True,0.0016049990370005,21-40%,Low,1
5849,67,Female,132125,Professional,East,Savings,3,9927,7,6652,4418,Online,4,No,17755,3633,60050,0.0163537983135934,435,Average,0.5157982531054314,61-70,100K-150K,True,0.0007051475773143,41-60%,Very Low,1
5850,44,Male,65775,Unemployed,South,Savings,3,45285,93,2893,9772,Online,12,Yes,18228,116,63670,0.9943080588228688,543,Good,0.5819140929967728,41-50,60K-80K,True,0.0020536601523683,41-60%,Very High,1
5852,40,Male,134090,Retired,West,Checking,3,31307,55,5045,3504,Mobile,28,No,15396,4971,84324,0.034893634179143,762,Good,0.114969281562406,31-40,100K-150K,True,0.0017567956048168,0-20%,Very Low,1
5853,63,Female,94676,Student,Central,Savings,4,5668,457,4684,7293,Mobile,3,Yes,8801,3337,55370,0.4548822263283759,657,Average,0.2243057484039633,61-70,80K-100K,True,0.0806280875088214,21-40%,Medium,1
5854,25,Male,26798,Professional,Central,Checking,3,29199,164,9113,7845,Online,19,No,12945,4933,94417,0.2730523291004398,441,Poor,0.1989516791130504,18-30,20K-40K,True,0.005616630706531,0-20%,Low,1
5855,25,Female,135161,Retired,South,Savings,3,42141,484,4268,5664,Mobile,2,Yes,11463,3460,69935,0.7262109250822066,540,Average,0.7142509835699932,18-30,100K-150K,True,0.0114852518924562,61-80%,High,1
5857,64,Male,97160,Professional,Central,Checking,3,30612,251,547,4528,Branch,2,No,19603,4271,93110,0.1369583141375959,333,Good,0.4290735731937571,61-70,80K-100K,True,0.0081993989285247,41-60%,Very Low,1
5858,30,Male,97751,Retired,North,Savings,3,30918,378,7049,2262,Mobile,17,No,13088,50,73856,0.3538578716294794,502,Good,0.9264242908322552,18-30,80K-100K,True,0.0122258878323306,81-100%,Low,1
5860,54,Female,71410,Retired,Central,Savings,4,28046,215,8122,4339,Mobile,1,No,3568,1635,44323,0.4878009162755283,467,Poor,0.5345166105296002,51-60,60K-80K,False,0.0076659773229694,41-60%,Medium,1
5862,45,Female,69047,Unemployed,North,Checking,4,38002,163,7993,2733,Branch,6,Yes,4402,3407,94209,0.3986898624095254,829,Poor,0.1974008878301906,41-50,60K-80K,True,0.0042892479343192,0-20%,Low,1
5863,42,Male,115289,Retired,North,Savings,3,35426,469,3387,5233,Online,5,No,11718,4430,59411,0.4847781404050562,666,Average,0.3720977585507293,41-50,100K-150K,True,0.0132388641111048,21-40%,Medium,1
5865,19,Female,122614,Student,East,Checking,4,17809,63,533,7221,Online,12,No,169,1309,14489,0.5268731602462989,812,Poor,0.5561820512243515,18-30,100K-150K,False,0.0035375372002919,41-60%,Medium,1
5866,35,Female,65955,Unemployed,North,Savings,4,16806,312,1919,5310,Branch,17,No,12623,189,12550,0.4303008947441761,545,Average,0.4467979669216568,31-40,60K-80K,False,0.0185647982863263,41-60%,Medium,1
5867,34,Male,132393,Professional,East,Checking,4,30832,51,4265,3732,Mobile,23,Yes,5579,3726,31405,0.047845192238954,787,Poor,0.9581201699341236,31-40,100K-150K,False,0.001654125583809,81-100%,Very Low,1
5868,47,Female,21982,Retired,East,Checking,4,6029,365,8834,9337,Branch,11,No,17393,1014,22373,0.1497333426452006,557,Poor,0.2891300173432282,41-50,20K-40K,False,0.0605407198540388,21-40%,Very Low,1
5869,56,Female,53864,Professional,West,Savings,4,6064,474,2332,8139,Online,19,No,19284,261,74112,0.7571375568097564,560,Good,0.79658681418195,51-60,40K-60K,True,0.0781662269129287,61-80%,High,1
5871,49,Female,99118,Professional,West,Checking,3,34336,316,239,509,Branch,26,No,19285,1588,73837,0.383536483144861,562,Average,0.8700394696311259,41-50,80K-100K,True,0.0092031686859273,81-100%,Low,1
5876,35,Female,35378,Retired,West,Savings,3,48157,239,4516,8698,Mobile,4,No,12938,3690,14828,0.0287610856330071,441,Average,0.0625609040780063,31-40,20K-40K,False,0.0049629337375667,0-20%,Very Low,1
5877,30,Male,129168,Student,South,Savings,3,39687,330,6381,4715,Online,6,Yes,14965,4910,49048,0.0781612055642143,356,Average,0.8914327198768432,18-30,100K-150K,False,0.0083150653866505,81-100%,Very Low,1
5879,38,Female,137107,Student,South,Savings,4,48492,175,8493,7525,Online,20,No,16808,3393,69205,0.3052440039777223,466,Good,0.0028702065501737,31-40,100K-150K,True,0.0036088426957023,0-20%,Low,1
5880,47,Female,89815,Professional,North,Checking,3,33379,479,4285,2425,Branch,3,No,11539,4127,84916,0.0139975215302121,833,Good,0.5511443909318413,41-50,80K-100K,True,0.0143503400341532,41-60%,Very Low,1
5881,38,Female,47924,Professional,South,Checking,3,18996,85,5668,3304,Branch,9,No,1056,293,52144,0.0781711641481892,616,Good,0.5568098899778251,31-40,40K-60K,True,0.0044746262371025,41-60%,Very Low,1
5883,34,Male,137490,Unemployed,Central,Checking,4,8202,369,4996,4763,Online,23,No,6012,1137,5429,0.2285298463459164,387,Poor,0.9093424919011828,31-40,100K-150K,False,0.0449890270665691,81-100%,Low,1
5884,57,Male,27312,Professional,West,Checking,4,15285,9,1085,8567,Branch,25,No,17863,3241,60788,0.7541164787006387,615,Good,0.7981238788601698,51-60,20K-40K,True,0.0005888125613346,61-80%,High,1
5887,32,Female,120673,Unemployed,North,Checking,3,34353,147,4848,7591,Branch,3,No,4538,2752,68262,0.6957176072455498,731,Good,0.3365216755779837,31-40,100K-150K,True,0.0042791022618111,21-40%,High,1
5888,26,Female,106450,Self-Employed,East,Savings,3,1421,390,8129,2631,Online,23,Yes,5839,3956,32825,0.7249662559947103,618,Average,0.8326170005357085,18-30,100K-150K,False,0.2744546094299789,81-100%,High,1
5893,40,Female,116548,Student,South,Checking,4,41227,452,7481,6354,Online,16,No,2450,3220,37747,0.0825969687554412,699,Poor,0.5075496823553272,31-40,100K-150K,False,0.0109636888446891,41-60%,Very Low,1
5894,69,Female,118991,Self-Employed,North,Checking,4,41707,259,9055,470,Branch,5,Yes,728,4737,48910,0.1170431380242098,725,Poor,0.867065031900701,61-70,100K-150K,False,0.0062099887309084,81-100%,Very Low,1
5895,47,Female,98711,Retired,East,Savings,4,23905,216,6411,5929,Mobile,19,No,152,2674,44320,0.3180387665269364,726,Average,0.5365570287080444,41-50,80K-100K,False,0.0090357665760301,41-60%,Low,1
5896,50,Female,85604,Professional,Central,Savings,3,2177,284,4850,6868,Branch,12,Yes,18294,2251,12740,0.2982478076647644,736,Poor,0.0793910011617922,41-50,80K-100K,False,0.1304547542489664,0-20%,Low,1
5900,18,Male,32190,Student,North,Savings,3,32496,186,3275,5511,Mobile,25,No,19388,3770,13040,0.4833375159198245,631,Average,0.4010570723804096,,20K-40K,False,0.0057237813884785,41-60%,Medium,1
5901,61,Female,51286,Self-Employed,West,Savings,3,7957,213,1241,4123,Mobile,12,Yes,13662,975,44731,0.8820851335695759,750,Good,0.4105875210307974,61-70,40K-60K,False,0.026768882744753,41-60%,Very High,1
5902,52,Female,96325,Self-Employed,West,Savings,3,49397,329,1161,1727,Online,27,Yes,1847,4574,27991,0.929169662638615,505,Average,0.9560645092424566,51-60,80K-100K,False,0.0066603235014272,81-100%,Very High,1
5903,28,Male,114450,Retired,North,Checking,4,9706,466,6724,8420,Branch,14,No,3846,4034,21715,0.3329323235495546,446,Poor,0.7049137132268916,18-30,100K-150K,False,0.0480115392540696,61-80%,Low,1
5904,51,Female,117480,Unemployed,West,Checking,3,37097,210,4331,7438,Mobile,29,Yes,4807,3871,65508,0.9615003902334148,580,Average,0.0563339584969225,51-60,100K-150K,True,0.0056608351079602,0-20%,Very High,1
5908,32,Male,115887,Unemployed,North,Checking,3,26993,163,8788,1094,Mobile,2,No,13906,1755,19191,0.0825068664020035,488,Poor,0.3647202019192583,31-40,100K-150K,False,0.0060386026006742,21-40%,Very Low,1
5910,50,Female,75256,Unemployed,Central,Checking,4,44156,465,8912,1437,Mobile,2,No,7184,3755,74675,0.3955495630822427,844,Poor,0.3037332153492904,41-50,60K-80K,True,0.0105308451852522,21-40%,Low,1
5912,31,Male,138580,Professional,East,Savings,3,42410,397,8309,8489,Mobile,1,Yes,4441,4452,52641,0.2645450499983782,737,Good,0.5174039188270165,31-40,100K-150K,True,0.0093609997642065,41-60%,Low,1
5913,25,Male,118743,Professional,North,Savings,3,14906,248,4627,1468,Branch,1,Yes,14827,3932,32434,0.5753216325668877,527,Poor,0.3446006301235649,18-30,100K-150K,False,0.0166375955990876,21-40%,Medium,1
5915,44,Female,135896,Self-Employed,South,Checking,3,40443,208,248,8971,Branch,18,No,1407,1037,90376,0.1348196461388446,752,Poor,0.6096581063806378,41-50,100K-150K,True,0.0051430408228865,61-80%,Very Low,1
5916,29,Female,111190,Student,South,Checking,3,28491,236,4635,9207,Online,22,Yes,10731,3142,88619,0.5467243970125844,453,Average,0.1153182448510042,18-30,100K-150K,True,0.0082833175388719,0-20%,Medium,1
5917,18,Female,82771,Unemployed,East,Checking,3,14677,340,4414,7218,Branch,21,Yes,8217,964,82212,0.2367013128102586,827,Average,0.8877547391203464,,80K-100K,True,0.023165497036179,81-100%,Low,1
5918,60,Female,71715,Professional,West,Checking,3,30535,197,6249,6358,Branch,21,No,4601,3231,36493,0.8864311065500263,597,Average,0.4598383736285808,51-60,60K-80K,False,0.0064516129032258,41-60%,Very High,1
5922,28,Female,146237,Student,West,Checking,4,10664,394,9310,9665,Online,14,Yes,8523,2364,90012,0.9520367246548592,546,Good,0.9707351300920763,18-30,100K-150K,True,0.036946736684171,81-100%,Very High,1
5923,56,Male,88745,Self-Employed,Central,Checking,4,44161,295,3042,422,Branch,12,No,12098,1482,15140,0.739566210513372,526,Average,0.8416654088764092,51-60,80K-100K,False,0.0066801023527546,81-100%,High,1
5927,50,Male,47299,Student,East,Checking,3,5258,395,5660,9045,Online,9,No,17223,1389,34986,0.5921200376966756,687,Poor,0.1913646175812873,41-50,40K-60K,False,0.0751236211487257,0-20%,Medium,1
5928,49,Male,121794,Professional,North,Savings,3,21991,338,983,8832,Online,13,No,7386,2610,60959,0.5351628174076069,481,Average,0.7106465828570426,41-50,100K-150K,True,0.0153699240598426,61-80%,Medium,1
5929,46,Male,23543,Self-Employed,Central,Savings,4,10362,418,2771,6529,Mobile,10,No,1757,940,45732,0.0695831299453458,722,Good,0.1129718041376879,41-50,20K-40K,False,0.0403397027600849,0-20%,Very Low,1
5931,38,Male,114627,Unemployed,West,Checking,4,30519,146,5286,4504,Online,5,Yes,8779,4216,61954,0.9323384207205176,350,Average,0.6420123613656821,31-40,100K-150K,True,0.0047839051082931,61-80%,Very High,1
5933,40,Male,114483,Student,West,Checking,4,28138,349,2662,7199,Mobile,7,No,9688,3346,91663,0.565987193102972,721,Poor,0.6741049646587933,31-40,100K-150K,True,0.0124031558746179,61-80%,Medium,1
5934,23,Female,42064,Self-Employed,East,Savings,4,12775,71,2001,5012,Mobile,16,No,6471,1219,23277,0.5849076130810948,710,Good,0.0484800149529315,18-30,40K-60K,False,0.0055577299412915,0-20%,Medium,1
5935,39,Female,92287,Self-Employed,South,Savings,3,24795,393,8446,7188,Mobile,11,No,13591,1693,78535,0.2988635064447331,630,Average,0.0618358369897612,31-40,80K-100K,True,0.0158499697519661,0-20%,Low,1
5936,67,Female,100442,Student,Central,Savings,4,11535,201,7780,8682,Mobile,21,Yes,8073,122,17245,0.3232703472410043,635,Average,0.3325532057681569,61-70,100K-150K,False,0.0174252275682704,21-40%,Low,1
5939,62,Female,34425,Retired,East,Savings,4,3616,238,103,2163,Online,8,Yes,6851,2566,54203,0.6560760337671188,355,Average,0.3973198523195239,61-70,20K-40K,True,0.0658185840707964,21-40%,High,1
5942,58,Male,103114,Unemployed,Central,Checking,4,48315,493,1134,1174,Online,3,Yes,17875,4241,90074,0.8525630868194255,601,Average,0.0710803444669968,51-60,100K-150K,True,0.0102038704336127,0-20%,Very High,1
5944,52,Female,142850,Unemployed,South,Checking,3,34355,41,7986,1611,Online,15,Yes,14962,660,16188,0.2788204510944798,632,Good,0.0936659686924188,51-60,100K-150K,False,0.0011934216271285,0-20%,Low,1
5945,68,Male,106826,Self-Employed,Central,Savings,3,31161,328,1632,9574,Online,10,No,14493,2921,13930,0.2180118008717684,798,Good,0.1043421257938124,61-70,100K-150K,False,0.0105259779853021,0-20%,Low,1
5947,41,Male,101099,Student,Central,Checking,4,49843,89,9469,724,Mobile,10,No,16642,3445,35105,0.4020444782590041,433,Average,0.1980489181899736,41-50,100K-150K,False,0.0017856068053688,0-20%,Medium,1
5955,45,Male,57463,Self-Employed,North,Savings,3,33804,260,1900,9522,Online,11,No,2194,2572,6019,0.127967280779364,629,Good,0.6154202324511977,41-50,40K-60K,False,0.0076913974677552,61-80%,Very Low,1
5958,36,Female,106544,Self-Employed,South,Savings,3,8918,114,983,9727,Branch,6,Yes,16491,2776,37929,0.9836190904118982,595,Average,0.2037229323471758,31-40,100K-150K,False,0.0127831352321148,21-40%,Very High,1
5961,19,Male,134965,Retired,West,Checking,3,26996,44,7508,3168,Online,22,No,16710,780,87938,0.8474544093949956,553,Poor,0.3954924781781713,18-30,100K-150K,True,0.0016298710920136,21-40%,Very High,1
5963,54,Male,129054,Professional,Central,Savings,4,9698,442,1533,7332,Mobile,23,Yes,5855,3471,1263,0.1028717138016523,489,Poor,0.4521336479298216,51-60,100K-150K,False,0.0455764075067024,41-60%,Very Low,1
5964,68,Male,148345,Unemployed,East,Savings,4,27190,209,7922,4163,Branch,4,Yes,7293,2685,73328,0.8269234173974696,680,Good,0.8769965468438679,61-70,100K-150K,True,0.0076866495034939,81-100%,Very High,1
5965,69,Female,105837,Retired,West,Checking,4,46885,369,5646,8039,Branch,12,Yes,11727,4666,18621,0.2613412457550063,678,Poor,0.524527591919804,61-70,100K-150K,False,0.007870320998187,41-60%,Low,1
5966,21,Male,92843,Unemployed,Central,Checking,4,1972,149,5948,6604,Online,5,Yes,12830,3408,3790,0.5382929354651196,739,Average,0.2274123332644966,18-30,80K-100K,False,0.0755578093306288,21-40%,Medium,1
5967,39,Male,71313,Retired,East,Checking,3,14678,311,9994,2894,Branch,23,Yes,16108,2265,5059,0.5931151313886226,704,Poor,0.7512267119707646,31-40,60K-80K,False,0.0211881727755825,61-80%,Medium,1
5973,69,Male,72620,Unemployed,East,Checking,3,19715,203,407,8173,Mobile,25,Yes,16391,1821,86498,0.9653252006631692,830,Poor,0.0186954050024001,61-70,60K-80K,True,0.0102967283794065,0-20%,Very High,1
5975,34,Male,91677,Self-Employed,East,Savings,4,33006,404,186,7876,Branch,1,No,19676,3548,24740,0.4077825508748511,736,Good,0.2258533488380087,31-40,80K-100K,False,0.0122401987517421,21-40%,Medium,1
5978,63,Female,33162,Student,West,Savings,4,18916,443,7310,1340,Mobile,21,No,9557,2838,45739,0.9540001767538884,787,Poor,0.9128891270952988,61-70,20K-40K,False,0.0234193275533939,81-100%,Very High,1
5979,36,Male,85435,Professional,North,Checking,4,33107,445,965,1923,Branch,3,Yes,6834,4940,47934,0.0886611934294837,604,Average,0.4975505119390219,31-40,80K-100K,False,0.0134412661974808,41-60%,Very Low,1
5980,52,Female,138504,Unemployed,North,Savings,3,2833,466,8444,6299,Mobile,12,No,511,3450,96948,0.1461842330684771,690,Poor,0.5092366184744526,51-60,100K-150K,True,0.1644899399929403,41-60%,Very Low,1
5983,45,Female,25037,Student,East,Savings,4,23133,203,717,8190,Online,6,No,15184,1134,41556,0.4655605681313918,788,Average,0.5185739779374837,41-50,20K-40K,False,0.008775342584187,41-60%,Medium,1
5984,18,Female,80526,Retired,North,Savings,4,3407,179,9810,7980,Mobile,29,Yes,6377,2562,24322,0.7401957041965174,613,Good,0.5328295034774053,,80K-100K,False,0.0525388905195186,41-60%,High,1
5989,50,Male,79090,Unemployed,Central,Checking,4,13933,39,7535,4609,Mobile,16,No,2516,3572,10234,0.8044141590661305,491,Good,0.3154045425497029,41-50,60K-80K,False,0.0027991100265556,21-40%,Very High,1
5990,29,Male,22451,Professional,North,Savings,3,35124,196,2624,5742,Online,28,Yes,9633,4039,39045,0.0299046452904866,473,Good,0.5795594015182599,18-30,20K-40K,False,0.0055802300421364,41-60%,Very Low,1
5992,41,Female,25962,Professional,South,Checking,4,41427,348,6630,2926,Branch,23,Yes,13759,3944,57452,0.8526968112039462,663,Poor,0.002950974566852,41-50,20K-40K,True,0.0084003186327757,0-20%,Very High,1
5993,33,Male,120860,Student,South,Savings,3,19637,105,3507,4764,Online,19,Yes,10583,2039,3877,0.0220719579387118,682,Good,0.9865176557136488,31-40,100K-150K,False,0.0053470489382288,81-100%,Very Low,1
5996,55,Male,36444,Self-Employed,Central,Checking,4,18506,213,4423,8285,Mobile,2,Yes,8464,3929,88541,0.3669983668786666,519,Good,0.9615591618812852,51-60,20K-40K,True,0.0115097806116935,81-100%,Low,1
6000,64,Male,128598,Unemployed,West,Savings,3,18893,52,1652,4796,Mobile,9,No,746,1052,30781,0.3380454183717835,566,Poor,0.9590900986926708,61-70,100K-150K,False,0.0027523421372995,81-100%,Low,1
6003,48,Male,132314,Unemployed,West,Checking,4,34761,174,584,5669,Online,10,No,2550,2411,71084,0.981496986932206,444,Average,0.01394598309728,41-50,100K-150K,True,0.0050056097350478,0-20%,Very High,1
6004,41,Female,139846,Unemployed,West,Checking,4,47435,150,5904,4366,Mobile,4,No,3001,1937,23989,0.038908866362242,802,Good,0.5753668807476693,41-50,100K-150K,False,0.0031622219879835,41-60%,Very Low,1
6005,31,Female,44248,Self-Employed,North,Checking,4,33822,20,6509,5261,Online,25,No,8101,4991,56605,0.1815848061082932,662,Good,0.3030794846719838,31-40,40K-60K,True,0.0005913310862752,21-40%,Very Low,1
6010,41,Female,132752,Self-Employed,Central,Savings,3,39927,351,5348,3052,Mobile,1,No,2982,2087,7530,0.1851016887383212,522,Poor,0.1747842257486428,41-50,100K-150K,False,0.0087910436546697,0-20%,Very Low,1
6015,57,Male,125754,Unemployed,West,Checking,4,48614,55,3196,315,Mobile,29,Yes,9655,1561,91780,0.7153648466384761,777,Good,0.9690309872007526,51-60,100K-150K,True,0.0011313613362405,81-100%,High,1
