CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio
3694,59,Male,29275,Self-Employed,North,Savings,4,44864,279,9540,5262,Mobile,29,Yes,14775,4304,35347,0.7695727238020944,483,Good,0.7015077483879714
3695,18,Female,65606,Unemployed,East,Checking,1,36026,100,8846,4299,Online,27,No,13890,1964,60734,0.8154465008527833,377,Good,0.9799416009079166
3696,46,Female,21658,Retired,East,Savings,3,29440,348,1488,3857,Mobile,7,Yes,7835,2588,45948,0.9347532802380272,455,Poor,0.9421264941609138
3697,62,Female,114499,Unemployed,West,Checking,2,5542,166,8706,6404,Mobile,17,No,1568,4627,28260,0.813913059612914,696,Average,0.6564291175238551
3698,66,Female,92468,Retired,East,Checking,1,33837,93,7745,9128,Online,20,Yes,12627,2798,69507,0.5334927994977399,379,Average,0.7436961745747638
3699,52,Male,34248,Self-Employed,West,Checking,3,10516,251,5242,3954,Mobile,29,No,1323,1793,96948,0.21124501072380641,429,Poor,0.3967383049200265
3700,57,Male,44437,Self-Employed,Central,Checking,3,45099,28,3747,9869,Online,23,No,8677,1587,57158,0.1286595701341543,727,Good,0.8060656977749081
3701,31,Female,59727,Unemployed,West,Checking,4,39681,157,939,7154,Mobile,19,No,11774,395,53386,0.8739836836735079,793,Good,0.3109211464558559
3702,52,Male,38201,Retired,South,Checking,4,47233,336,1306,6180,Online,4,Yes,15239,3885,11226,0.3903361189183785,526,Poor,0.5570690278806111
3703,65,Female,61150,Retired,West,Savings,2,32181,354,8947,6946,Branch,1,No,16326,4255,10815,0.05221599709944447,703,Good,0.6774354833479156
3704,62,Male,135148,Student,Central,Savings,3,41893,247,9947,3227,Mobile,8,No,13306,4375,14811,0.3473828765045126,573,Good,0.7557048739513408
3705,37,Male,109891,Professional,West,Savings,3,41159,202,4972,7045,Mobile,29,Yes,16780,196,38333,0.8686956250339205,673,Poor,0.07902719182431617
3706,66,Male,34999,Student,Central,Savings,4,1367,34,1078,5413,Online,28,Yes,11731,1989,37047,0.562216599003459,408,Good,0.8498233457517745
3707,30,Male,140703,Self-Employed,South,Savings,3,39076,485,650,7732,Online,2,No,19010,122,75629,0.6414404205417749,606,Good,0.11708814081022978
3708,55,Male,26376,Unemployed,North,Savings,4,23913,211,8591,2009,Online,26,Yes,7745,2326,82419,0.2534324043333719,642,Poor,0.176329795756913
3709,66,Female,71673,Retired,Central,Checking,3,44048,225,9612,8360,Online,1,No,8169,2511,61145,0.019488148754234436,452,Poor,0.758389346838993
3710,63,Female,23476,Student,North,Checking,4,38844,58,5488,9969,Branch,3,Yes,18679,4306,48631,0.9167760939579206,660,Average,0.7112111834082294
3711,66,Male,137393,Unemployed,Central,Checking,4,27349,375,4079,1327,Mobile,19,No,8054,3275,76256,0.07415182078120697,430,Average,0.9618073799199415
3712,25,Female,89902,Unemployed,West,Savings,2,24309,82,2195,8103,Mobile,23,Yes,7609,2671,94042,0.9992872547539868,381,Average,0.7733897521736467
3713,60,Male,134510,Professional,North,Checking,3,4201,124,304,3358,Mobile,14,Yes,2799,3425,39241,0.8691970620010246,712,Average,0.6324116308598396
3714,37,Male,111269,Retired,Central,Checking,3,19304,285,8713,4397,Branch,18,Yes,6758,1194,66214,0.11585855805134881,670,Poor,0.3869820663557182
3715,50,Male,97994,Unemployed,Central,Checking,4,26263,241,2085,522,Online,23,Yes,4824,1685,39500,0.9993354855430159,451,Good,0.3392128352962933
3716,43,Male,82878,Retired,North,Checking,3,12285,385,6563,7425,Branch,14,No,3598,4288,43681,0.8080811447422342,801,Good,0.9504464831631793
3717,56,Female,118331,Student,Central,Savings,4,11280,265,3846,9618,Mobile,17,Yes,7832,3520,46530,0.8481950174505564,404,Poor,0.6597385408541687
3718,38,Male,40615,Unemployed,North,Checking,2,24901,6,7411,1249,Mobile,10,Yes,18698,1022,99805,0.8096823908442945,844,Good,0.7904227294416389
3719,66,Female,31164,Unemployed,South,Checking,2,24560,371,1803,4112,Online,20,No,11485,1643,27762,0.928899717919152,824,Poor,0.2796147661639986
3720,59,Male,59316,Student,East,Checking,4,13220,84,6333,7249,Online,24,Yes,2950,2314,59484,0.7566652955248067,697,Good,0.03873101386415956
3721,60,Male,88560,Retired,South,Savings,1,47692,363,4124,8604,Branch,29,Yes,3377,3599,15244,0.5263578750170536,837,Good,0.03962481544266516
3722,58,Female,49559,Retired,North,Savings,2,10262,195,3783,7143,Mobile,7,No,13848,4865,25254,5.24533662173976e-05,482,Poor,0.9465386013458214
3723,26,Male,82968,Unemployed,West,Checking,3,40241,128,8265,7154,Branch,11,No,884,2856,13234,0.27934387352040957,737,Average,0.8639731862534448
3724,41,Male,86800,Student,West,Checking,4,4790,186,1893,720,Mobile,21,No,1911,241,21788,0.6002433035251079,647,Average,0.2179571197902369
3725,54,Female,29047,Self-Employed,East,Savings,4,40664,426,6201,693,Online,23,No,737,3032,52087,0.31216828104055516,520,Average,0.14549983850891324
3726,66,Female,64985,Retired,North,Savings,2,37866,128,5478,4639,Online,9,No,3457,636,41768,0.410073331247394,649,Average,0.05199052380200686
3727,58,Female,92123,Self-Employed,Central,Checking,4,30447,21,6354,711,Mobile,1,Yes,17109,4560,41815,0.1079075487658614,617,Good,0.8554973699762817
3728,34,Male,26577,Unemployed,South,Savings,2,24960,35,5758,8918,Online,18,No,18928,2744,40984,0.9799760767577885,484,Average,0.4632198932600796
3729,41,Male,103171,Self-Employed,South,Savings,4,34827,389,6178,9718,Mobile,17,No,1001,711,15488,0.11498749808199626,789,Good,0.3369266315019386
3730,38,Female,131100,Self-Employed,East,Savings,2,46051,138,783,7986,Online,21,Yes,923,2541,31062,0.07136237351683006,459,Average,0.6094705430742826
3731,68,Female,23870,Retired,East,Checking,3,46298,227,7275,7823,Online,19,Yes,6614,1656,50522,0.5844883171058545,609,Poor,0.7571107581614579
3732,56,Male,54094,Unemployed,East,Savings,1,13013,74,122,601,Branch,10,Yes,8796,462,53330,0.6215504175435758,468,Good,0.9156103997756998
3733,58,Male,75329,Self-Employed,East,Savings,1,24985,296,5865,9465,Online,1,No,17598,3746,50825,0.5244605032565604,337,Good,0.7040079044813597
3734,56,Female,29217,Retired,East,Checking,1,10633,396,9724,2027,Mobile,28,Yes,736,3071,91895,0.3532402172109813,498,Good,0.05546801296063164
3735,30,Female,135049,Self-Employed,East,Checking,1,36034,97,6814,9640,Mobile,1,No,15477,1704,60422,0.9243011530249063,778,Good,0.30483384328324614
3736,28,Female,103138,Retired,Central,Checking,2,19632,77,1891,3807,Mobile,7,Yes,19837,4548,66621,0.34344764367757497,615,Good,0.9295366613761659
3737,63,Female,86141,Unemployed,Central,Savings,4,41474,474,6131,3460,Branch,27,Yes,7429,4216,5293,0.31069521175930104,373,Poor,0.5512375971432337
3738,36,Male,42343,Student,South,Savings,1,42560,142,5554,8175,Mobile,18,No,13951,4807,10857,0.9451731608272776,711,Good,0.9657205414138391
3739,28,Male,148307,Retired,South,Checking,4,41754,28,4882,7986,Branch,11,No,5480,4556,34606,0.8848786962480744,339,Average,0.9795498456457433
3740,30,Male,70822,Retired,East,Checking,2,1835,451,3595,2975,Branch,13,Yes,10701,4093,67442,0.4767843608343191,309,Average,0.5506835120790029
3741,63,Male,33003,Self-Employed,South,Checking,2,42359,172,5366,1677,Online,29,Yes,949,3114,57713,0.2606980203687844,682,Poor,0.6382083539903481
3742,62,Female,128793,Unemployed,East,Checking,1,11520,262,8286,4397,Online,9,No,10091,1490,16887,0.12948694026482133,704,Poor,0.28973595170373323
3743,18,Male,79538,Professional,Central,Checking,3,2007,280,851,6815,Branch,28,No,9477,1530,54888,0.7990590174988186,686,Good,0.6791599421580596
3744,57,Female,52089,Professional,West,Savings,1,9958,469,7695,3533,Mobile,28,No,17050,1859,65802,0.7261586113329528,439,Poor,0.8257491164684001
3745,61,Male,73595,Student,Central,Savings,4,34200,293,3526,2524,Branch,23,Yes,4606,515,63053,0.10562253878266814,752,Average,0.2859963134977783
3746,36,Male,103197,Unemployed,North,Checking,1,25975,18,8957,6308,Online,26,Yes,19678,483,13454,0.7404172974257898,582,Poor,0.9048653181006304
3747,29,Male,102318,Retired,Central,Savings,2,38889,484,8599,633,Branch,17,No,4529,3066,57905,0.8976232047366042,454,Poor,0.25689484492350223
3748,25,Female,50029,Professional,North,Checking,2,34096,442,1968,7715,Mobile,11,No,4055,1308,2210,0.055827926663322036,672,Average,0.6523539485047206
3749,25,Male,99023,Student,South,Savings,4,22114,59,8594,3554,Branch,1,Yes,3511,2204,50996,0.41060751740348866,788,Good,0.9438325841048474
3750,62,Female,71324,Unemployed,Central,Savings,4,27347,297,811,5243,Online,20,No,13309,1784,73425,0.4083660444446714,563,Average,0.37725621651402896
3751,29,Female,71962,Student,West,Checking,4,48486,220,625,3972,Branch,16,Yes,4236,1042,81971,0.8103182721560506,514,Poor,0.6176868632089605
3752,65,Male,133037,Professional,Central,Checking,1,2612,365,7421,7016,Mobile,19,Yes,1066,731,8671,0.11893764788283312,659,Average,0.02755109653298704
3753,50,Female,59042,Self-Employed,Central,Checking,1,29749,88,9051,1605,Mobile,22,Yes,1851,2898,10596,0.15140884541744803,417,Good,0.8073167535310428
3754,62,Male,107601,Self-Employed,Central,Checking,3,30003,373,4801,9633,Online,11,No,14506,3864,41997,0.38302950854640094,768,Good,0.43758653129454683
3755,43,Female,96380,Unemployed,East,Savings,4,31882,394,2646,1858,Online,14,No,9762,4466,37973,0.8517614677645815,429,Good,0.7473919066639289
3756,56,Male,104859,Student,Central,Savings,3,3004,165,8011,2044,Online,12,No,18215,4307,76210,0.9866592471751339,339,Average,0.8327505939644273
3757,45,Female,110933,Retired,Central,Checking,3,7703,388,8397,5669,Online,8,Yes,7450,369,32841,0.5461305088047231,848,Poor,0.45067413236782405
3758,22,Female,65957,Professional,West,Savings,2,40537,310,8176,1655,Branch,15,Yes,11838,4238,24960,0.15781537392711675,311,Average,0.7106697336884434
3759,25,Male,102864,Self-Employed,North,Checking,3,23008,480,4935,6875,Online,26,No,6068,1451,68030,0.9028104689089375,439,Average,0.47460145170984924
3760,42,Male,146358,Self-Employed,North,Checking,2,20394,463,1006,1702,Mobile,23,No,15081,4116,87855,0.1622504111685098,370,Good,0.9433328126879711
3761,44,Male,63739,Student,West,Checking,4,5245,232,6401,2653,Online,1,No,14900,1631,78162,0.3677948373339446,628,Good,0.9318468700991689
3762,63,Male,58733,Self-Employed,South,Checking,2,10800,88,6488,4620,Branch,6,Yes,1358,3268,6867,0.74073788132993,773,Good,0.6333962641796853
3763,40,Female,65389,Student,Central,Checking,4,49935,202,3765,8867,Branch,12,Yes,19840,3340,31513,0.059664080640843165,593,Average,0.8599224489199585
3764,47,Female,49715,Professional,South,Savings,1,34129,204,5754,969,Branch,25,Yes,3222,1881,74977,0.4847540813456287,507,Average,0.6101150887112664
3765,62,Female,59116,Student,West,Savings,3,36189,471,8361,1425,Branch,9,Yes,1409,3244,22507,0.4072565846236954,572,Good,0.834747990841956
3766,64,Female,76922,Self-Employed,South,Savings,4,48874,339,3025,6687,Mobile,18,No,15069,1115,96677,0.9453712251959598,472,Poor,0.21121655573713938
3767,40,Male,76251,Student,North,Checking,1,37958,346,9390,2891,Online,8,Yes,4327,561,85439,0.5461648732447901,382,Good,0.4907120912370888
3768,66,Female,81794,Self-Employed,East,Checking,1,41036,183,234,9501,Online,27,Yes,8891,4701,92454,0.8876368682985295,595,Average,0.23723399692729807
3769,64,Male,37580,Unemployed,South,Savings,4,37229,454,8210,4347,Online,20,Yes,11360,1503,97268,0.08871701160270606,409,Average,0.9156278661537076
3770,37,Female,135900,Self-Employed,East,Savings,2,21365,193,836,6150,Online,19,Yes,18731,901,28644,0.5577711906967553,686,Average,0.6783657539410509
3771,35,Male,20823,Self-Employed,South,Checking,4,14906,160,7133,3706,Online,23,No,706,4314,73680,0.691924475510764,641,Average,0.8567972548405176
3772,35,Male,148001,Self-Employed,West,Savings,3,16289,232,8429,4063,Online,5,No,773,4800,34599,0.15107809071982503,627,Poor,0.0007540392584929334
3773,19,Male,112008,Unemployed,East,Checking,1,11321,360,1976,5433,Online,22,No,5534,2498,21877,0.8482659874555084,465,Good,0.5150902511999247
3774,21,Male,27084,Retired,South,Checking,2,33761,176,6956,3827,Branch,20,Yes,7256,4453,64861,0.8791396951439331,776,Good,0.28188411226236965
3775,47,Male,97991,Self-Employed,West,Checking,4,22112,470,4058,8233,Branch,25,No,2220,4019,16844,0.6778618590410372,547,Poor,0.8165941545747423
3776,50,Female,30607,Retired,North,Savings,4,16331,400,1537,5706,Mobile,12,No,17335,440,19773,0.5203056226194123,795,Poor,0.698139927849554
3777,53,Male,102455,Professional,Central,Checking,1,11652,215,5651,7965,Branch,19,Yes,907,1988,16819,0.6940944326308247,618,Average,0.44102282288326977
3778,35,Female,132540,Student,West,Checking,4,19434,61,2387,3938,Mobile,5,No,1042,3303,22215,0.2851794353799476,394,Poor,0.6757680995171987
3779,54,Female,104930,Retired,West,Savings,3,21643,158,6780,9634,Online,2,Yes,12049,4733,97132,0.11070984254351934,618,Average,0.5905516731137973
3780,36,Male,134540,Professional,North,Checking,2,5712,29,316,9981,Online,4,No,7269,2479,42311,0.5520503602110117,712,Good,0.12790506883772057
3781,64,Female,96355,Student,East,Checking,3,10560,480,3028,9196,Branch,23,No,1742,54,98099,0.4825340890079014,422,Good,0.7965350651615204
3782,45,Female,142225,Self-Employed,South,Savings,1,41795,275,3183,4819,Branch,26,No,12849,3787,66243,0.42648540603806817,657,Average,0.4296231336172289
3783,57,Female,31969,Self-Employed,East,Savings,2,12338,206,6750,635,Online,21,Yes,3725,251,59842,0.18900316849892196,480,Good,0.004979232145456591
3784,37,Male,83059,Self-Employed,West,Checking,1,23587,363,6661,786,Online,22,No,13201,1318,38462,0.19026917651079678,849,Average,0.24005659597877205
3785,66,Male,37333,Unemployed,South,Savings,1,23909,102,486,3872,Branch,27,Yes,6532,3389,50091,0.9852460948862841,785,Good,0.20258764512020888
3786,50,Male,97236,Unemployed,Central,Savings,3,32816,81,5353,6856,Online,5,No,19886,1656,87084,0.9270324137989236,791,Poor,0.6549796816210322
3787,29,Male,147182,Unemployed,Central,Checking,2,16125,468,5534,9029,Branch,7,Yes,3675,841,33101,0.25304193840335254,521,Average,0.507764755112257
3788,68,Female,117328,Unemployed,South,Checking,1,26236,441,1022,1280,Online,12,No,328,562,10004,0.05993549732956727,774,Average,0.7406892093850154
3789,32,Female,118847,Professional,West,Checking,3,22626,364,8327,3013,Branch,9,No,2923,2467,95216,0.32465981215269457,313,Good,0.5018851939573977
3790,58,Female,56668,Professional,North,Checking,3,21946,483,9120,887,Branch,11,No,586,189,85744,0.8451781577300158,437,Average,0.3751043696160449
3791,56,Female,31945,Self-Employed,East,Checking,2,8456,325,9927,872,Online,14,Yes,19149,4725,33604,0.22341015500093064,844,Good,0.2804466327110452
3792,19,Female,122528,Student,East,Checking,4,7380,373,3364,8527,Online,14,Yes,8290,104,67128,0.9840902640587802,675,Average,0.7825418640868868
3793,46,Female,66526,Unemployed,North,Savings,4,9911,383,6925,4673,Branch,28,No,16622,2859,24122,0.20367856287470176,329,Average,0.1788529796564482
3794,58,Male,67717,Student,North,Checking,1,25747,115,5361,7646,Mobile,7,Yes,4344,4330,29481,0.5580123772739533,725,Good,0.4537965488924153
3795,27,Female,79426,Professional,Central,Savings,4,47464,127,6491,789,Mobile,3,No,10727,4791,89117,0.9922769640314124,357,Average,0.9998154407472823
3796,19,Female,121170,Unemployed,North,Savings,2,35237,58,2468,8055,Mobile,23,Yes,17746,2397,84854,0.13009901999814055,574,Good,0.5895354458719264
3797,68,Female,104166,Professional,South,Checking,4,34941,475,5743,5688,Mobile,3,No,7536,4722,43216,0.19757947239190055,318,Good,0.18330272634088085
3798,28,Male,136524,Professional,Central,Savings,2,15047,210,3557,5367,Online,4,Yes,1410,1280,23913,0.5904665858935828,688,Good,0.22236231485207647
3799,30,Female,126572,Retired,West,Checking,1,38434,171,4038,9065,Mobile,22,No,2072,4734,47925,0.7893676349570521,546,Good,0.7059370048923098
3800,27,Female,110480,Professional,Central,Savings,4,38668,482,9776,8442,Mobile,7,Yes,13683,4168,89303,0.7022925117665548,512,Poor,0.27054421328589395
3801,31,Male,108896,Self-Employed,Central,Savings,2,2174,439,8614,9792,Branch,24,Yes,19414,4323,39751,0.589152324588151,714,Good,0.04463137863991473
3802,35,Female,98349,Professional,East,Savings,2,21128,494,6032,3333,Branch,9,Yes,2251,2940,23374,0.4304929977229971,735,Poor,0.8512308831305526
3803,68,Male,135036,Unemployed,North,Savings,2,5208,280,9452,9918,Online,1,No,12436,3339,25880,0.7862948638520489,747,Average,0.21356776661149135
3804,26,Male,24601,Self-Employed,South,Savings,3,47311,452,9984,9757,Branch,4,Yes,10637,4835,72769,0.14060208480148118,467,Average,0.5578845826570165
3805,56,Female,32930,Professional,North,Savings,1,11133,93,6304,8417,Mobile,3,Yes,1601,3373,52693,0.2450251059469527,496,Average,0.20875259266712398
3806,45,Female,24333,Self-Employed,East,Checking,2,37799,15,1924,4119,Mobile,6,Yes,7091,739,28275,0.7893009164638655,394,Poor,0.08527010326899287
3807,20,Male,90935,Professional,North,Savings,3,40399,387,3066,4311,Online,6,Yes,19495,2022,72897,0.2811961739408507,634,Average,0.9664458278189826
3808,37,Female,140384,Self-Employed,South,Checking,3,40869,478,6571,6086,Online,24,Yes,15317,2514,33547,0.1382216800402728,551,Good,0.02861477895382536
3809,23,Female,37839,Student,North,Checking,2,26973,56,2315,2687,Mobile,11,Yes,9815,424,20403,0.8429648888666708,788,Poor,0.8353629715336616
3810,44,Male,71337,Retired,East,Savings,1,5021,217,2505,3308,Branch,4,No,18364,4804,72664,0.7687353114195568,761,Good,0.9366396712529743
3811,19,Male,60204,Self-Employed,South,Savings,4,9889,58,3015,7745,Branch,4,Yes,1674,101,52542,0.6388729430872366,617,Average,0.5039480825336539
3812,46,Female,40195,Unemployed,North,Savings,3,2774,251,782,3572,Online,13,No,11597,494,65121,0.6558900143025767,773,Average,0.17051341397218878
3813,55,Male,47848,Retired,East,Checking,2,22750,73,6327,5599,Online,17,No,19859,918,56972,0.6637633321196872,421,Poor,0.16144768648568697
3814,20,Female,109229,Retired,East,Savings,1,12403,11,5021,4228,Online,27,Yes,16802,3799,23567,0.7305977036504672,818,Average,0.17628202082820565
3815,33,Female,133251,Professional,Central,Checking,1,32343,144,5715,7072,Mobile,11,No,634,1161,31939,0.3151078070776241,814,Average,0.156446464712523
3816,47,Female,132265,Self-Employed,South,Savings,2,37241,390,3169,5184,Branch,3,Yes,4561,4507,99081,0.8653943029177168,453,Poor,0.8778435694084022
3817,57,Female,149703,Retired,South,Savings,3,37831,363,4067,7048,Branch,3,Yes,10640,1990,81181,0.2596518961951846,824,Poor,0.7102070253998127
3818,19,Male,60854,Unemployed,North,Checking,4,28330,409,9223,2160,Branch,12,No,3174,3853,35664,0.413717288546964,791,Good,0.31297761725211126
3819,34,Female,121986,Unemployed,Central,Savings,1,7268,228,2628,7563,Mobile,15,No,15706,4626,6586,0.5104334096336078,630,Average,0.07229459057837295
3820,58,Male,70998,Unemployed,South,Checking,4,46411,73,8937,3425,Online,16,Yes,11128,2533,50781,0.806227967658452,666,Poor,0.8301872941357917
3821,29,Female,87390,Professional,East,Savings,1,29910,351,7555,4554,Branch,24,Yes,15975,1828,5312,0.4331914140418702,552,Average,0.38320824248415697
3822,52,Female,51558,Student,South,Savings,1,3680,355,4388,922,Mobile,8,Yes,19079,3913,11722,0.5079314421788566,485,Good,0.8714947242712349
3823,60,Male,22985,Self-Employed,Central,Savings,1,24128,378,8791,2161,Branch,24,Yes,6995,1496,82919,0.8522721966520653,314,Poor,0.3139494512799229
3824,18,Female,81794,Retired,West,Savings,3,4603,208,8960,8451,Mobile,25,Yes,4819,2308,40636,0.999731141731436,393,Poor,0.48207976780613293
3825,62,Male,63585,Self-Employed,East,Savings,3,20728,125,4770,1006,Branch,14,No,10155,206,74669,0.793207830469658,553,Average,0.18509658029340714
3826,32,Male,104814,Retired,South,Checking,2,14488,296,5756,2886,Online,24,No,7857,3003,54360,0.3016888813482561,542,Average,0.32797837884310976
3827,43,Female,60264,Professional,East,Checking,4,27005,281,2138,9992,Branch,6,Yes,11160,1490,72447,0.10988916355743794,547,Poor,0.6939330213240931
3828,54,Female,53326,Self-Employed,North,Checking,4,30600,313,416,7041,Mobile,5,Yes,18644,1116,29594,0.6949340860502046,525,Poor,0.5840576826249256
3829,38,Female,104816,Professional,East,Checking,2,6913,258,2747,4528,Branch,20,No,10569,2565,60535,0.6868761342327024,346,Good,0.7924492951274484
3830,66,Female,79261,Professional,South,Checking,3,41986,151,9278,1673,Mobile,19,Yes,3878,1688,31301,0.4889241679588253,485,Poor,0.09341424870522874
3831,48,Male,54022,Self-Employed,North,Savings,4,21155,7,5757,3350,Mobile,7,Yes,15383,2399,65254,0.7246145906208636,630,Poor,0.989905959577169
3832,42,Female,35667,Self-Employed,North,Savings,2,40510,192,7545,1441,Branch,25,No,11088,1458,58463,0.06304200017098094,351,Average,0.7220565602133716
3833,40,Female,38065,Retired,North,Savings,1,30263,341,6172,4804,Mobile,1,Yes,4589,4885,55416,0.9943663187712567,426,Poor,0.032049757320293026
3834,41,Female,134382,Unemployed,West,Savings,4,47541,354,6049,2177,Mobile,2,Yes,15384,1237,46999,0.4841926931519971,543,Average,0.30015357727729663
3835,55,Female,148145,Professional,West,Savings,3,42526,104,4573,4629,Online,8,Yes,2057,4463,95103,0.567099258813931,423,Poor,0.20491008832208113
3836,45,Female,107191,Student,North,Checking,4,42206,461,2265,1130,Online,4,Yes,5502,3236,97207,0.5325481664431203,523,Poor,0.3721784403873265
3837,38,Male,30006,Retired,South,Checking,1,2523,422,2037,1930,Online,24,No,11265,326,69979,0.5446378015098411,798,Poor,0.9887184362007326
3838,60,Female,91819,Retired,North,Checking,3,3364,161,3970,5664,Mobile,15,Yes,5293,576,81950,0.7824571279088846,352,Good,0.13793450576599953
3839,35,Male,127158,Unemployed,North,Checking,3,39120,206,6269,883,Branch,14,Yes,4491,1123,38401,0.07148910966842237,811,Good,0.8519309979476581
3840,53,Female,65076,Unemployed,East,Checking,2,6054,376,4434,9006,Branch,6,Yes,19185,2295,66564,0.9206183162739229,329,Good,0.9236458503152664
3841,52,Female,88861,Professional,East,Savings,3,33703,189,7376,5128,Online,17,Yes,12050,3533,9823,0.34331014772514723,500,Good,0.44429493558389355
3842,62,Female,116319,Retired,East,Savings,2,4965,333,5309,7576,Mobile,6,Yes,2850,3376,25559,0.6250752935364332,493,Poor,0.5119193642621642
3843,26,Male,70393,Retired,Central,Savings,3,4692,44,8673,8881,Online,12,No,7146,1567,8701,0.05782859308620991,580,Good,0.42969588688555926
3844,55,Female,23143,Student,East,Savings,1,38849,310,2940,2810,Online,17,Yes,2818,4203,46459,0.4886575331931955,421,Average,0.42731028488068756
3845,47,Male,121341,Professional,East,Checking,1,2773,207,1755,5597,Mobile,8,No,10330,1367,74183,0.8149083893915435,527,Good,0.9623517364891551
3846,61,Male,77505,Professional,South,Checking,1,24920,151,7959,8478,Online,1,Yes,7395,2289,91223,0.31335137212717346,586,Poor,0.20127711096968082
3847,51,Female,32417,Unemployed,West,Savings,1,34859,410,5237,7618,Mobile,5,Yes,13053,4831,55230,0.35952938799913425,439,Average,0.9767801754541945
3848,49,Male,51300,Professional,West,Savings,1,16112,246,763,9343,Online,10,Yes,11167,4701,36640,0.6442440042699443,604,Poor,0.8415756161400209
3849,20,Female,112062,Student,West,Savings,4,25503,183,601,589,Branch,22,No,14249,4156,1609,0.06928550967745029,376,Poor,0.6985816693405219
3850,20,Female,48896,Professional,Central,Savings,1,7106,53,719,7265,Online,24,No,7607,1678,76467,0.3835595641556594,409,Poor,0.011883072667513206
3851,45,Male,136469,Self-Employed,North,Savings,3,10766,184,5874,9659,Branch,4,No,7259,2480,20282,0.7814899756745232,783,Poor,0.6883109427308808
3852,61,Female,122979,Self-Employed,East,Savings,2,14966,383,2019,4886,Online,3,Yes,12063,2575,19559,0.6691136484554381,646,Poor,0.19676769757926837
3853,32,Female,70629,Student,South,Checking,4,38208,154,7019,1845,Online,15,No,14898,4159,19687,0.545198860658588,373,Poor,0.015821162409211165
3854,58,Male,47606,Unemployed,Central,Checking,3,27675,373,316,7980,Branch,5,Yes,4245,1287,46670,0.5855552076500115,760,Average,0.9861727553515757
3855,40,Male,59916,Retired,West,Checking,1,37284,450,6267,6358,Online,27,No,17329,2162,13798,0.2549009204492312,424,Average,0.9141855025414851
3856,57,Male,81330,Professional,Central,Checking,1,12997,243,5713,4998,Mobile,24,No,17004,1284,45297,0.9472126652757997,403,Average,0.43022165262830425
3857,28,Male,27551,Unemployed,South,Savings,3,17975,320,5981,9454,Branch,16,No,11592,3105,34655,0.9964241604562011,669,Poor,0.7267742120295512
3858,65,Male,134794,Unemployed,Central,Savings,4,1692,212,5195,5274,Mobile,15,Yes,11967,3263,51257,0.16319759867142025,337,Good,0.9187633847183057
3859,49,Male,120972,Professional,West,Savings,2,12984,213,6616,8885,Mobile,24,Yes,310,2480,7596,0.07593989691275194,800,Average,0.23873345667134993
3860,53,Female,139623,Retired,North,Savings,2,25984,492,6052,2685,Branch,21,No,12279,117,43496,0.17351550025887785,431,Good,0.9303159310909838
3861,50,Male,76422,Professional,West,Checking,2,3382,251,5757,658,Online,16,Yes,6294,374,13120,0.31553841088528445,359,Good,0.3534873830677756
3862,41,Male,135852,Retired,West,Savings,2,22784,11,8621,8801,Mobile,9,No,16242,4075,51289,0.7110302266673217,623,Poor,0.7331448637628627
3863,56,Female,133216,Student,West,Savings,1,9596,123,7421,3668,Online,16,No,5534,1103,20750,0.5367186744809042,522,Poor,0.05798472959643519
3864,51,Female,135845,Retired,Central,Checking,4,39610,441,6053,3709,Mobile,18,No,11459,1943,95381,0.05577178933146976,500,Average,0.389349986575659
3865,45,Male,87782,Unemployed,South,Savings,1,23359,35,1035,412,Branch,16,No,8668,2724,96883,0.5028546380819834,342,Average,0.47150137814927473
3866,54,Male,85391,Student,West,Checking,4,22126,392,6660,7476,Branch,4,Yes,17272,455,52583,0.5959646629960351,643,Average,0.02205931778202097
3867,24,Female,124957,Self-Employed,Central,Savings,2,11314,353,9756,3291,Mobile,17,Yes,17735,3707,4475,0.1335450540079265,425,Average,0.8131726494498945
3868,21,Male,143546,Student,South,Checking,3,26440,11,8714,3762,Branch,11,No,15231,3273,78189,0.08606981443998907,726,Poor,0.2162370233139086
3869,54,Male,145006,Retired,North,Checking,3,2584,239,5860,2067,Mobile,24,No,8329,1442,44921,0.4194674692910275,527,Poor,0.8906261093857382
3870,18,Female,83411,Student,West,Savings,1,42176,482,3445,7308,Online,15,Yes,17689,1060,28265,0.7751864327682338,694,Good,0.8112574158513626
3871,18,Male,129437,Student,East,Savings,3,8413,391,1281,6232,Mobile,18,Yes,10152,2872,92720,0.16525523302895273,688,Good,0.7676022962013412
3872,64,Female,93185,Self-Employed,Central,Checking,1,18126,285,1790,1891,Mobile,24,Yes,12330,4114,75108,0.12875906620573552,493,Poor,0.6885165368359988
3873,37,Male,135199,Retired,North,Savings,1,38281,422,4895,8123,Mobile,24,No,2770,839,21768,0.8397144348558276,529,Average,0.4306270087531987
3874,36,Female,126745,Unemployed,North,Checking,4,13030,293,3604,4149,Branch,24,Yes,1670,2439,41373,0.2562630277788518,568,Poor,0.05115722072040341
3875,46,Female,20888,Student,North,Savings,2,10055,99,4308,1709,Branch,27,No,11313,720,94130,0.11900783171812579,695,Poor,0.947435104290803
